time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010444900000	10.3921	1.46538	5.1841	0.269186	0.229908	lidar	1.07673	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701
1477010444950000	10.6262	1.55707	5.10981	0.294053	0.249201	radar	3.7143	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298
1477010445000000	10.8515	1.5872	5.07119	0.287078	0.225287	lidar	1.8175	10.7313	1.45265	10.853	1.56549	4.90794	1.39701
1477010445050000	11.1191	1.62555	5.10496	0.27946	0.200922	radar	2.69831	11.4783	1.42876	11.0979	1.637	4.8844	1.46213
1477010445100000	11.4006	1.67029	5.14388	0.273613	0.180742	lidar	2.0527	11.587	1.61462	11.3416	1.71179	4.85948	1.52832
1477010445150000	11.6338	1.71825	5.09446	0.274395	0.171443	radar	1.25917	11.4763	1.53917	11.584	1.78992	4.83313	1.59551
1477010445200000	11.8636	1.77879	5.07142	0.280137	0.168087	lidar	0.437738	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366
1477010445250000	12.1151	1.88389	5.12279	0.302347	0.184088	radar	1.80135	12.136	2.14937	12.0647	1.95639	4.77598	1.73273
1477010445300000	12.3575	1.91233	5.10117	0.289389	0.156859	lidar	1.07353	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265
1477010445350000	12.6132	1.96395	5.13602	0.28479	0.140332	radar	1.18726	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338
1477010445400000	12.8131	2.08316	5.09538	0.317972	0.172568	lidar	3.17969	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485
1477010445450000	13.0739	2.21221	5.18518	0.344462	0.192161	radar	4.66295	13.2198	2.6644	13.0075	2.33137	4.64258	2.01701
1477010445500000	13.2774	2.33808	5.15036	0.375609	0.218586	lidar	2.26561	13.0875	2.40708	13.2388	2.43409	4.605	2.08981
1477010445550000	13.4515	2.51782	5.0563	0.435458	0.281944	radar	14.9138	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317
1477010445600000	13.7049	2.62068	5.08584	0.443819	0.274772	lidar	0.911015	13.836	2.62479	13.6955	2.65053	4.52448	2.23703
1477010445650000	13.9246	2.73411	5.06657	0.460781	0.279587	radar	0.176926	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134
1477010445700000	14.1569	2.87348	5.08912	0.48485	0.291534	lidar	0.42931	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601
1477010445750000	14.4065	2.97763	5.14735	0.485343	0.270859	radar	1.42474	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099
1477010445800000	14.612	3.04941	5.09034	0.480876	0.249812	lidar	2.35597	14.4616	2.90734	14.583	3.12802	4.34097	2.5362
1477010445850000	14.834	3.23372	5.15789	0.519531	0.278293	radar	7.11206	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157
1477010445900000	15.0458	3.40663	5.17385	0.553733	0.302371	lidar	0.664973	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703
1477010445950000	15.2534	3.59141	5.17401	0.592754	0.333125	radar	3.86107	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249
1477010446000000	15.472	3.76207	5.19857	0.618482	0.343649	lidar	0.405257	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789
1477010446050000	15.6889	3.87732	5.17566	0.619415	0.324813	radar	2.28708	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315
1477010446100000	15.9129	4.01717	5.18308	0.627859	0.315512	lidar	0.248184	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817
1477010446150000	16.112	4.17543	5.14013	0.651647	0.330117	radar	1.6588	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629
1477010446200000	16.3121	4.36485	5.16435	0.681267	0.34533	lidar	0.413465	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723
1477010446250000	16.5241	4.52316	5.17635	0.692972	0.338239	radar	0.641458	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109
1477010446300000	16.7019	4.69124	5.15618	0.714788	0.344199	lidar	0.525133	16.6039	4.67344	16.613	4.5849	3.74	3.28438
1477010446350000	16.8584	4.8838	5.07202	0.758163	0.386303	radar	4.33317	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704
1477010446400000	17.0245	5.1058	5.09923	0.798353	0.410451	lidar	0.765069	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897
1477010446450000	17.2026	5.25392	5.04884	0.808026	0.401567	radar	3.46352	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008
1477010446500000	17.3598	5.44194	5.03781	0.833366	0.407815	lidar	0.267886	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028
1477010446550000	17.5268	5.58301	4.96655	0.841189	0.398381	radar	6.14743	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949
1477010446600000	17.7154	5.72371	4.94139	0.838527	0.372523	lidar	0.93224	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762
1477010446650000	17.8606	5.91954	4.90383	0.871369	0.39576	radar	1.2819	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458
1477010446700000	18.0328	6.11933	4.93087	0.890116	0.394292	lidar	0.59456	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027
1477010446750000	18.178	6.33681	4.94765	0.921011	0.407977	radar	1.54146	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462
1477010446800000	18.298	6.57616	4.971	0.9628	0.432365	lidar	0.873128	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753
1477010446850000	18.4278	6.79457	4.96833	0.993744	0.445744	radar	0.492314	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289
1477010446900000	18.5718	6.93911	4.89924	0.992615	0.419731	lidar	1.96483	18.5422	6.76013	18.572	6.80638	2.7356	4.08867
1477010446950000	18.719	7.14747	4.93023	1.00557	0.405923	radar	0.512687	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672
1477010447000000	18.9151	7.2925	4.90107	0.985738	0.36056	lidar	3.84808	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299
1477010447050000	19.0027	7.49835	4.83326	1.02608	0.395297	radar	3.96924	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737
1477010447100000	19.0941	7.75626	4.87396	1.07046	0.422873	lidar	1.21344	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098
1477010447150000	19.2171	7.95777	4.86678	1.08398	0.413039	radar	0.566573	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017
1477010447200000	19.2932	8.17405	4.84349	1.11658	0.426697	lidar	1.49964	19.132	8.12845	19.3028	8.08329	2.12266	4.40842
1477010447250000	19.3904	8.38418	4.84124	1.13437	0.418399	radar	2.27193	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445
1477010447300000	19.4806	8.53641	4.7446	1.14132	0.403681	lidar	3.87276	19.347	8.30741	19.5042	8.5289	1.90381	4.49819
1477010447350000	19.5762	8.73757	4.71529	1.16018	0.405123	radar	0.989221	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956
1477010447400000	19.7381	8.91738	4.70452	1.14654	0.367468	lidar	4.04493	20.0039	8.8906	19.6835	8.983	1.67841	4.57848
1477010447450000	19.8085	9.1464	4.69173	1.18194	0.392623	radar	1.38209	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488
1477010447500000	19.9413	9.37197	4.72682	1.18656	0.375681	lidar	2.89001	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869
1477010447550000	19.9847	9.59933	4.68496	1.23176	0.416184	radar	2.81077	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984
1477010447600000	20.0741	9.83678	4.71394	1.25083	0.414049	lidar	0.640965	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826
1477010447650000	20.115	10.1163	4.78755	1.29177	0.43225	radar	15.1809	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389
1477010447700000	20.1681	10.3777	4.82717	1.32343	0.442993	lidar	0.493954	20.166	10.4687	20.0818	10.3863	0.968259	4.75666
1477010447750000	20.1799	10.6207	4.80237	1.37191	0.48158	radar	3.19547	19.6775	10.803	20.1271	10.6247	0.845742	4.77652
1477010447800000	20.245	10.8847	4.85043	1.39308	0.477847	lidar	1.68795	20.371	11.0109	20.1663	10.864	0.722256	4.7934
1477010447850000	20.2571	11.1651	4.90763	1.43263	0.491786	radar	10.1367	19.4335	12.3402	20.1993	11.1041	0.597892	4.80727
1477010447900000	20.2974	11.3923	4.88653	1.45102	0.48533	lidar	0.141211	20.3164	11.3483	20.2261	11.3449	0.472738	4.81807
1477010447950000	20.2339	11.6558	4.86272	1.52958	0.565024	radar	12.7756	19.2063	12.2418	20.2466	11.5861	0.346889	4.82575
1477010448000000	20.3165	11.8863	4.85721	1.52641	0.531107	lidar	5.05011	20.6141	11.9422	20.2608	11.8275	0.220439	4.83027
1477010448050000	20.3356	12.1238	4.87224	1.53659	0.498912	radar	3.25894	19.966	11.9688	20.2687	12.0692	0.093487	4.83159
1477010448100000	20.3301	12.3976	4.9175	1.56877	0.505923	lidar	0.572344	20.3263	12.4966	20.2701	12.3108	-0.0338694	4.82968
1477010448150000	20.2815	12.6352	4.88052	1.62397	0.554826	radar	3.03289	20.0192	12.4823	20.2652	12.5522	-0.161529	4.82451
1477010448200000	20.3139	12.8683	4.86545	1.63177	0.533751	lidar	1.92075	20.498	12.8924	20.254	12.7933	-0.28939	4.81605
1477010448250000	20.3112	13.086	4.82232	1.65373	0.533196	radar	4.76833	20.9151	12.2555	20.2363	13.0339	-0.417348	4.80428
1477010448300000	20.2766	13.296	4.77745	1.68327	0.537007	lidar	1.22992	20.1943	13.1688	20.2122	13.2738	-0.545298	4.78918
1477010448350000	20.2342	13.5318	4.78014	1.71298	0.537434	radar	1.37724	19.858	13.5236	20.1818	13.5129	-0.673135	4.77072
1477010448400000	20.2178	13.7877	4.80783	1.73233	0.528976	lidar	1.1571	20.3245	13.8896	20.1449	13.7509	-0.800753	4.74892
1477010448450000	20.1675	14.0075	4.77691	1.7669	0.544928	radar	1.51291	20.3387	13.5307	20.1017	13.9878	-0.928043	4.72374
1477010448500000	20.1135	14.2616	4.80957	1.79594	0.546312	lidar	0.323959	20.1216	14.337	20.0521	14.2233	-1.0549	4.69521
1477010448550000	20.0393	14.4901	4.80647	1.83013	0.5538	radar	1.503	19.6717	14.4038	19.9962	14.4573	-1.18121	4.66331
1477010448600000	19.9302	14.7423	4.85154	1.87462	0.57086	lidar	1.35319	19.781	14.773	19.934	14.6897	-1.30687	4.62805
1477010448650000	19.8706	14.948	4.81368	1.89164	0.551272	radar	5.12779	20.1149	14.0165	19.8655	14.9202	-1.43177	4.58944
1477010448700000	19.8394	15.1704	4.78822	1.90114	0.532688	lidar	1.8955	20.0208	15.2053	19.7908	15.1486	-1.55581	4.54751
1477010448750000	19.7155	15.3775	4.75772	1.97009	0.611669	radar	7.07963	20.0157	15.3443	19.7099	15.3749	-1.67887	4.50226
1477010448800000	19.685	15.5724	4.69379	1.97752	0.588403	lidar	3.00826	19.9131	15.554	19.6229	15.5989	-1.80085	4.45372
1477010448850000	19.5977	15.7678	4.66204	2.00461	0.585822	radar	2.53968	19.9388	15.0864	19.5298	15.8203	-1.92164	4.40193
1477010448900000	19.4905	15.9854	4.67673	2.03552	0.587261	lidar	0.0501346	19.4748	16.0098	19.4307	16.039	-2.04114	4.3469
1477010448950000	19.3871	16.1912	4.67558	2.05576	0.567295	radar	1.5683	19.1556	16.0022	19.3257	16.2549	-2.15925	4.28868
1477010449000000	19.2728	16.372	4.64208	2.08769	0.571632	lidar	0.611649	19.238	16.2719	19.2148	16.4679	-2.27586	4.22731
1477010449050000	19.1593	16.564	4.62757	2.11719	0.574775	radar	0.53881	19.4007	16.2962	19.0981	16.6777	-2.39087	4.16284
1477010449100000	19.0256	16.7776	4.65998	2.14736	0.575682	lidar	0.248094	19.0029	16.8387	18.9757	16.8841	-2.50418	4.0953
1477010449150000	18.8678	16.9768	4.68475	2.20304	0.627819	radar	6.76295	18.8373	17.7112	18.8477	17.0872	-2.61571	4.02476
1477010449200000	18.6931	17.2134	4.77883	2.23819	0.629947	lidar	2.04719	18.6148	17.3832	18.7142	17.2866	-2.72534	3.95127
1477010449250000	18.5908	17.4114	4.75579	2.22907	0.557698	radar	5.2686	18.8177	17.0316	18.5752	17.4822	-2.83299	3.87489
1477010449300000	18.3715	17.6022	4.82128	2.2798	0.579984	lidar	4.17132	18.1023	17.5529	18.4309	17.674	-2.93858	3.79568
1477010449350000	18.2364	17.7894	4.80742	2.28582	0.537169	radar	2.34842	18.2749	17.4877	18.2814	17.8617	-3.042	3.71372
1477010449400000	18.1019	17.9792	4.79837	2.30251	0.526896	lidar	0.865222	18.2094	18.0461	18.1268	18.0453	-3.14318	3.62906
1477010449450000	17.9342	18.1281	4.76863	2.34263	0.550912	radar	2.79872	18.3021	17.498	17.9671	18.2246	-3.24204	3.5418
1477010449500000	17.7981	18.2751	4.71084	2.36488	0.546544	lidar	0.824382	17.9018	18.2183	17.8026	18.3994	-3.3385	3.45199
1477010449550000	17.6769	18.4476	4.67329	2.3705	0.517926	radar	8.94945	18.8558	18.1364	17.6334	18.5697	-3.43247	3.35973
1477010449600000	17.4771	18.6325	4.73333	2.39963	0.520194	lidar	0.809431	17.3845	18.7039	17.4595	18.7353	-3.5239	3.26509
1477010449650000	17.3058	18.766	4.70019	2.4329	0.532545	radar	3.10255	17.7945	18.0801	17.281	18.8962	-3.61271	3.16817
1477010449700000	17.1376	18.9084	4.67786	2.45812	0.53147	lidar	0.116487	17.1762	18.8863	17.0983	19.0521	-3.69883	3.06904
1477010449750000	16.9675	19.0832	4.69595	2.4698	0.510446	radar	3.51985	16.9398	19.7311	16.9113	19.203	-3.78221	2.9678
1477010449800000	16.7437	19.1996	4.70784	2.51265	0.528017	lidar	2.72539	16.5734	19.052	16.7201	19.3488	-3.86278	2.86455
1477010449850000	16.5465	19.362	4.74357	2.53463	0.524946	radar	4.79094	16.1674	20.2201	16.5251	19.4894	-3.9405	2.75938
1477010449900000	16.3201	19.5239	4.8094	2.56034	0.523282	lidar	0.952649	16.2338	19.6171	16.3262	19.6246	-4.01531	2.65237
1477010449950000	16.1076	19.5967	4.76569	2.61032	0.55623	radar	12.688	16.4366	18.2742	16.1237	19.7545	-4.08716	2.54364
1477010450000000	15.8997	19.745	4.7974	2.62951	0.54686	lidar	0.893713	15.9243	19.8703	15.9176	19.8789	-4.15602	2.43329
1477010450050000	15.7183	19.8609	4.75253	2.63776	0.510335	radar	4.38674	16.2328	19.2166	15.7082	19.9978	-4.22185	2.32141
1477010450100000	15.4843	20.0183	4.82634	2.65487	0.500376	lidar	1.72034	15.4332	20.1836	15.4956	20.111	-4.28461	2.2081
1477010450150000	15.2586	20.1733	4.87947	2.66491	0.479048	radar	10.0929	14.3677	21.3406	15.2799	20.2185	-4.34427	2.09347
1477010450200000	15.0698	20.3078	4.86463	2.67516	0.465295	lidar	1.84926	15.2016	20.4385	15.0613	20.3203	-4.4008	1.97763
1477010450250000	14.8399	20.3892	4.86008	2.71209	0.484324	radar	2.1738	14.7476	19.9571	14.84	20.4162	-4.4542	1.86068
1477010450300000	14.6239	20.5101	4.87112	2.72804	0.475726	lidar	0.623533	14.6665	20.6088	14.6161	20.5063	-4.50443	1.74272
1477010450350000	14.3791	20.6045	4.90413	2.76191	0.494614	radar	2.20234	13.841	21.0031	14.3897	20.5904	-4.55149	1.62386
1477010450400000	14.1325	20.6763	4.91542	2.79497	0.502947	lidar	0.724601	14.0521	20.5924	14.1611	20.6686	-4.59537	1.50421
1477010450450000	13.893	20.7504	4.92655	2.82859	0.519143	radar	0.35681	13.8232	20.859	13.9304	20.7408	-4.63606	1.38386
1477010450500000	13.6196	20.811	4.97047	2.86439	0.528485	lidar	1.64201	13.4686	20.7253	13.6977	20.807	-4.67357	1.26294
1477010450550000	13.3775	20.8394	4.96329	2.91493	0.570531	radar	3.03962	13.8263	20.4261	13.4632	20.8671	-4.70789	1.14153
1477010450600000	13.1313	20.8804	4.96126	2.94781	0.575029	lidar	0.170932	13.1072	20.8294	13.2271	20.9211	-4.73904	1.01975
1477010450650000	12.9012	20.9387	4.94935	2.9696	0.567424	radar	1.83584	13.2669	21.1579	12.9895	20.969	-4.76702	0.897694
1477010450700000	12.7018	20.9853	4.88884	2.9906	0.561207	lidar	1.9101	12.8729	21.0592	12.7506	21.0108	-4.79186	0.775469
1477010450750000	12.4342	21.0357	4.93901	3.01693	0.5613	radar	5.46693	11.5171	21.6724	12.5106	21.0465	-4.81358	0.653175
1477010450800000	12.1909	21.0716	4.94044	3.04171	0.557862	lidar	0.0920216	12.2062	21.11	12.2695	21.0761	-4.83219	0.530912
1477010450850000	11.9554	21.0899	4.92947	3.07326	0.567001	radar	1.29486	12.3859	21.1066	12.0276	21.0996	-4.84773	0.408778
1477010450900000	11.713	21.0573	4.90476	3.11834	0.584966	lidar	2.07357	11.6814	20.8651	11.785	21.117	-4.86022	0.286869
1477010450950000	11.4672	21.0414	4.90054	3.15517	0.594194	radar	1.24872	11.5265	20.6748	11.5418	21.1283	-4.86971	0.165281
1477010451000000	11.2528	21.0353	4.85507	3.18354	0.593955	lidar	0.739165	11.363	21.0688	11.2982	21.1335	-4.87623	0.0441057
1477010451050000	10.9942	20.9967	4.87449	3.22377	0.605636	radar	4.26069	10.5558	20.5567	11.0544	21.1327	-4.87982	-0.076565
1477010451100000	10.7854	20.958	4.81976	3.25959	0.612917	lidar	0.709461	10.8903	20.927	10.8105	21.1259	-4.88053	-0.196643
1477010451150000	10.5184	20.965	4.84308	3.26466	0.569187	radar	9.39402	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604
1477010451200000	10.2456	20.9905	4.90273	3.26975	0.542791	lidar	2.91566	10.189	21.209	10.3229	21.0943	-4.87349	-0.434674
1477010451250000	10.0038	20.9742	4.90086	3.28851	0.531996	radar	1.04973	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463
1477010451300000	9.81451	20.9332	4.82086	3.31794	0.537017	lidar	1.98492	9.99634	20.9797	9.83658	21.0391	-4.85554	-0.669327
1477010451350000	9.57718	20.9241	4.7945	3.31959	0.49421	radar	2.16635	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189
1477010451400000	9.3884	20.8692	4.72366	3.35077	0.502701	lidar	1.32122	9.53921	20.8762	9.35258	20.9607	-4.82714	-0.899977
1477010451450000	9.17337	20.8257	4.70113	3.37392	0.501491	radar	1.83974	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362
1477010451500000	8.88559	20.7904	4.79109	3.38599	0.485757	lidar	2.03704	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605
1477010451550000	8.69396	20.6996	4.73464	3.42626	0.505064	radar	9.50426	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372
1477010451600000	8.41584	20.6137	4.8149	3.4531	0.505043	lidar	2.9482	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701
1477010451650000	8.19124	20.533	4.81346	3.48138	0.509826	radar	0.0819014	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542
1477010451700000	7.94624	20.4538	4.84172	3.5032	0.505333	lidar	0.213031	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237
1477010451750000	7.73922	20.3669	4.83053	3.53517	0.520239	radar	3.79194	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781
1477010451800000	7.42905	20.3103	4.95219	3.53427	0.488931	lidar	4.16537	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717
1477010451850000	7.19792	20.2133	4.95193	3.55629	0.483692	radar	0.247212	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399
1477010451900000	6.93002	20.1326	5.00797	3.56579	0.46687	lidar	0.978442	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462
1477010451950000	6.70945	20.0397	4.98651	3.58295	0.456998	radar	0.539021	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357
1477010452000000	6.45726	19.9509	5.02024	3.59366	0.443407	lidar	0.52247	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079
1477010452050000	6.2481	19.8563	4.99137	3.6121	0.439988	radar	3.09864	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625
1477010452100000	5.98072	19.7654	5.04814	3.61692	0.420632	lidar	1.14132	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993
1477010452150000	5.7416	19.6241	5.10306	3.64993	0.442173	radar	2.44487	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178
1477010452200000	5.56045	19.5042	5.04281	3.67742	0.44901	lidar	1.23594	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418
1477010452250000	5.37347	19.3493	5.0203	3.71555	0.468694	radar	3.29247	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995
1477010452300000	5.15564	19.2522	5.01141	3.72284	0.451627	lidar	1.91166	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622
1477010452350000	4.98488	19.1334	4.92885	3.74121	0.4411	radar	6.68882	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059
1477010452400000	4.81189	18.9857	4.89302	3.77191	0.451134	lidar	0.385145	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	4.58723	18.8419	4.94605	3.79046	0.451073	radar	3.06511	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.40603	18.7128	4.9134	3.80894	0.447345	lidar	0.985137	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.23653	18.5655	4.86057	3.83003	0.44025	radar	2.00775	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.10407	18.4131	4.78813	3.86454	0.455468	lidar	1.71094	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.90115	18.2497	4.87743	3.89252	0.476088	radar	8.06515	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
